"","ST","POBP","count","location","country","region"
"1221",13,222,5,"GA","Kuwait","ASIA"
"1222",13,223,57,"GA","Laos","ASIA"
"1223",13,224,24,"GA","Lebanon","ASIA"
"1224",13,226,11,"GA","Malaysia","ASIA"
"1225",13,229,38,"GA","Nepal","ASIA"
"1226",13,231,94,"GA","Pakistan","ASIA"
"1227",13,233,156,"GA","Philippines","ASIA"
"1228",13,235,13,"GA","SaudiArabia","ASIA"
"1229",13,236,6,"GA","Singapore","ASIA"
"1230",13,238,8,"GA","SriLanka","ASIA"
"1231",13,239,9,"GA","Syria","ASIA"
"1232",13,240,61,"GA","Taiwan","ASIA"
"1233",13,242,50,"GA","Thailand","ASIA"
"1234",13,243,12,"GA","Turkey","ASIA"
"1235",13,245,5,"GA","UnitedArabEmirates",NA
"1236",13,246,4,"GA","Uzbekistan","ASIA"
"1237",13,247,334,"GA","Vietnam","ASIA"
"1238",13,249,11,"GA","Asia",NA
"1239",13,253,2,"GA","SouthCentralAsia",NA
"1240",13,254,2,"GA","OtherAsia",NA
"1241",13,300,1,"GA","Bermuda",NA
"1242",13,301,194,"GA","Canada","AMERICA"
"1243",13,303,1616,"GA","Mexico","AMERICA"
"1244",13,310,9,"GA","Belize","AMERICA"
"1245",13,311,7,"GA","CostaRica","AMERICA"
"1246",13,312,144,"GA","ElSalvador","AMERICA"
"1247",13,313,163,"GA","Guatemala","AMERICA"
"1248",13,314,112,"GA","Honduras","AMERICA"
"1249",13,315,33,"GA","Nicaragua","AMERICA"
"1250",13,316,29,"GA","Panama","AMERICA"
"1251",13,321,11,"GA","Antigua",NA
"1252",13,323,11,"GA","Bahamas","AMERICA"
"1253",13,324,12,"GA","Barbados","AMERICA"
"1254",13,327,115,"GA","Cuba","AMERICA"
"1255",13,328,4,"GA","Dominica","AMERICA"
"1256",13,329,55,"GA","DominicanRepublic","AMERICA"
"1257",13,330,8,"GA","Grenada","AMERICA"
"1258",13,332,87,"GA","Haiti","AMERICA"
"1259",13,333,276,"GA","Jamaica","AMERICA"
"1260",13,339,8,"GA","St.Lucia",NA
"1261",13,340,4,"GA","St.Vincent",NA
"1262",13,341,59,"GA","Trinidad",NA
"1263",13,343,16,"GA","WestIndies",NA
"1264",13,344,8,"GA","Caribbean",NA
"1265",13,360,17,"GA","Argentina","AMERICA"
"1266",13,362,82,"GA","Brazil","AMERICA"
"1267",13,363,25,"GA","Chile","AMERICA"
"1268",13,364,122,"GA","Colombia","AMERICA"
"1269",13,365,27,"GA","Ecuador","AMERICA"
"1270",13,368,55,"GA","Guyana","AMERICA"
"1271",13,369,1,"GA","Paraguay","AMERICA"
"1272",13,370,58,"GA","Peru","AMERICA"
"1273",13,372,17,"GA","Uruguay","AMERICA"
"1274",13,373,50,"GA","Venezuela","AMERICA"
"1275",13,374,5,"GA","SouthAmerica",NA
"1276",13,399,3,"GA","Americas",NA
"1277",13,400,1,"GA","Algeria","AFRICA"
"1278",13,407,17,"GA","Cameroon","AFRICA"
"1279",13,412,4,"GA","Congo","AFRICA"
"1280",13,414,19,"GA","Egypt","AFRICA"
"1281",13,416,105,"GA","Ethiopia","AFRICA"
"1282",13,417,13,"GA","Eritrea","AFRICA"
"1283",13,420,5,"GA","Gambia","AFRICA"
"1284",13,421,59,"GA","Ghana","AFRICA"
"1285",13,423,9,"GA","Guinea","AFRICA"
"1286",13,427,45,"GA","Kenya","AFRICA"
"1287",13,429,30,"GA","Liberia","AFRICA"
"1288",13,436,8,"GA","Morocco","AFRICA"
"1289",13,440,126,"GA","Nigeria","AFRICA"
"1290",13,444,6,"GA","Senegal","AFRICA"
"1291",13,447,4,"GA","SierraLeone","AFRICA"
"1292",13,448,19,"GA","Somalia","AFRICA"
"1293",13,449,75,"GA","SouthAfrica","AFRICA"
"1294",13,451,8,"GA","Sudan","AFRICA"
"1295",13,453,9,"GA","Tanzania","AFRICA"
"1296",13,454,5,"GA","Togo","AFRICA"
"1297",13,457,6,"GA","Uganda","AFRICA"
"1298",13,459,12,"GA","DemocraticRepublicofCongo",NA
"1299",13,460,2,"GA","Zambia","AFRICA"
"1300",13,461,15,"GA","Zimbabwe","AFRICA"
"1301",13,462,36,"GA","Africa",NA
"1302",13,463,5,"GA","EasternAfrica",NA
"1303",13,464,2,"GA","NorthernAfrica",NA
"1304",13,467,12,"GA","WesternAfrica",NA
"1305",13,468,5,"GA","OtherAfrica",NA
"1306",13,501,16,"GA","Australia","OCEANIA"
"1307",13,508,1,"GA","Fiji","OCEANIA"
"1308",13,512,3,"GA","Micronesia","OCEANIA"
"1309",13,515,7,"GA","NewZealand","OCEANIA"
"1310",15,100,1,"HI","Albania","EUROPE"
"1311",15,102,4,"HI","Austria","EUROPE"
"1312",15,104,5,"HI","Bulgaria","EUROPE"
"1313",15,106,1,"HI","Denmark","EUROPE"
"1314",15,108,2,"HI","Finland","EUROPE"
"1315",15,109,13,"HI","France","EUROPE"
"1316",15,110,29,"HI","Germany","EUROPE"
"1317",15,116,1,"HI","Greece","EUROPE"
"1318",15,117,4,"HI","Hungary","EUROPE"
"1319",15,119,1,"HI","Ireland","EUROPE"
"1320",15,120,5,"HI","Italy","EUROPE"
"1321",15,126,4,"HI","Netherlands","EUROPE"
"1322",15,128,6,"HI","Poland","EUROPE"
"1323",15,129,1,"HI","Portugal","EUROPE"
"1324",15,132,3,"HI","Romania","EUROPE"
"1325",15,134,3,"HI","Spain","EUROPE"
"1326",15,136,5,"HI","Sweden","EUROPE"
"1327",15,137,5,"HI","Switzerland","EUROPE"
"1328",15,138,6,"HI","UnitedKingdom","EUROPE"
"1329",15,139,10,"HI","England","EUROPE"
"1330",15,140,2,"HI","Scotland","EUROPE"
"1331",15,147,1,"HI","Yugoslavia","EUROPE"
"1332",15,148,1,"HI","CzechRepublic","EUROPE"
"1333",15,149,1,"HI","Slovakia","EUROPE"
"1334",15,156,1,"HI","Latvia","EUROPE"
"1335",15,163,1,"HI","Russia",NA
"1336",15,164,1,"HI","Ukraine","EUROPE"
"1337",15,165,2,"HI","USSR",NA
"1338",15,202,5,"HI","Bangladesh","ASIA"
"1339",15,205,1,"HI","Myanmar",NA
"1340",15,206,7,"HI","Cambodia","ASIA"
"1341",15,207,151,"HI","China","ASIA"
"1342",15,209,46,"HI","HongKong","ASIA"
"1343",15,210,9,"HI","India","ASIA"
"1344",15,211,8,"HI","Indonesia","ASIA"
"1345",15,212,8,"HI","Iran","ASIA"
"1346",15,214,2,"HI","Israel","ASIA"
"1347",15,215,256,"HI","Japan","ASIA"
"1348",15,217,140,"HI","Korea",NA
"1349",15,223,8,"HI","Laos","ASIA"
"1350",15,224,1,"HI","Lebanon","ASIA"
"1351",15,226,4,"HI","Malaysia","ASIA"
"1352",15,229,7,"HI","Nepal","ASIA"
"1353",15,233,1031,"HI","Philippines","ASIA"
"1354",15,235,1,"HI","SaudiArabia","ASIA"
"1355",15,236,6,"HI","Singapore","ASIA"
"1356",15,240,30,"HI","Taiwan","ASIA"
"1357",15,242,14,"HI","Thailand","ASIA"
"1358",15,247,116,"HI","Vietnam","ASIA"
"1359",15,254,1,"HI","OtherAsia",NA
"1360",15,300,1,"HI","Bermuda",NA
"1361",15,301,54,"HI","Canada","AMERICA"
"1362",15,303,26,"HI","Mexico","AMERICA"
"1363",15,312,1,"HI","ElSalvador","AMERICA"
"1364",15,314,1,"HI","Honduras","AMERICA"
"1365",15,315,2,"HI","Nicaragua","AMERICA"
"1366",15,316,1,"HI","Panama","AMERICA"
"1367",15,323,1,"HI","Bahamas","AMERICA"
"1368",15,329,1,"HI","DominicanRepublic","AMERICA"
"1369",15,332,4,"HI","Haiti","AMERICA"
"1370",15,333,4,"HI","Jamaica","AMERICA"
"1371",15,339,1,"HI","St.Lucia",NA
"1372",15,360,7,"HI","Argentina","AMERICA"
"1373",15,362,6,"HI","Brazil","AMERICA"
"1374",15,364,4,"HI","Colombia","AMERICA"
"1375",15,365,2,"HI","Ecuador","AMERICA"
"1376",15,370,6,"HI","Peru","AMERICA"
"1377",15,373,2,"HI","Venezuela","AMERICA"
"1378",15,421,1,"HI","Ghana","AFRICA"
"1379",15,427,1,"HI","Kenya","AFRICA"
"1380",15,430,1,"HI","Libya","AFRICA"
"1381",15,449,5,"HI","SouthAfrica","AFRICA"
"1382",15,453,1,"HI","Tanzania","AFRICA"
"1383",15,461,1,"HI","Zimbabwe","AFRICA"
"1384",15,467,2,"HI","WesternAfrica",NA
"1385",15,501,6,"HI","Australia","OCEANIA"
"1386",15,511,44,"HI","MarshallIslands","OCEANIA"
"1387",15,512,84,"HI","Micronesia","OCEANIA"
"1388",15,515,3,"HI","NewZealand","OCEANIA"
"1389",15,523,7,"HI","Tonga","OCEANIA"
"1390",15,527,18,"HI","Samoa","OCEANIA"
"1391",15,554,15,"HI","OtherUSIslandAreas",NA
"1392",16,102,1,"ID","Austria","EUROPE"
"1393",16,104,1,"ID","Bulgaria","EUROPE"
"1394",16,105,1,"ID","Czechoslovakia",NA
"1395",16,106,2,"ID","Denmark","EUROPE"
"1396",16,108,1,"ID","Finland","EUROPE"
"1397",16,109,8,"ID","France","EUROPE"
"1398",16,110,24,"ID","Germany","EUROPE"
"1399",16,120,4,"ID","Italy","EUROPE"
"1400",16,126,6,"ID","Netherlands","EUROPE"
"1401",16,128,2,"ID","Poland","EUROPE"
"1402",16,129,3,"ID","Portugal","EUROPE"
"1403",16,132,4,"ID","Romania","EUROPE"
"1404",16,134,8,"ID","Spain","EUROPE"
"1405",16,136,2,"ID","Sweden","EUROPE"
"1406",16,138,5,"ID","UnitedKingdom","EUROPE"
"1407",16,139,17,"ID","England","EUROPE"
"1408",16,140,1,"ID","Scotland","EUROPE"
"1409",16,150,14,"ID","BosniaandHerzegovina",NA
"1410",16,151,3,"ID","Croatia","EUROPE"
"1411",16,157,2,"ID","Lithuania","EUROPE"
"1412",16,163,6,"ID","Russia",NA
"1413",16,164,7,"ID","Ukraine","EUROPE"
"1414",16,200,8,"ID","Afghanistan","ASIA"
"1415",16,203,2,"ID","Bhutan","ASIA"
"1416",16,207,29,"ID","China","ASIA"
"1417",16,210,15,"ID","India","ASIA"
"1418",16,211,2,"ID","Indonesia","ASIA"
"1419",16,212,3,"ID","Iran","ASIA"
"1420",16,215,8,"ID","Japan","ASIA"
"1421",16,217,6,"ID","Korea",NA
"1422",16,223,6,"ID","Laos","ASIA"
"1423",16,226,1,"ID","Malaysia","ASIA"
"1424",16,229,6,"ID","Nepal","ASIA"
"1425",16,233,29,"ID","Philippines","ASIA"
"1426",16,235,4,"ID","SaudiArabia","ASIA"
"1427",16,236,8,"ID","Singapore","ASIA"
"1428",16,239,2,"ID","Syria","ASIA"
"1429",16,240,1,"ID","Taiwan","ASIA"
"1430",16,242,7,"ID","Thailand","ASIA"
"1431",16,243,2,"ID","Turkey","ASIA"
"1432",16,247,6,"ID","Vietnam","ASIA"
"1433",16,301,53,"ID","Canada","AMERICA"
"1434",16,303,387,"ID","Mexico","AMERICA"
"1435",16,312,7,"ID","ElSalvador","AMERICA"
"1436",16,313,5,"ID","Guatemala","AMERICA"
"1437",16,314,2,"ID","Honduras","AMERICA"
"1438",16,315,2,"ID","Nicaragua","AMERICA"
"1439",16,332,8,"ID","Haiti","AMERICA"
"1440",16,333,1,"ID","Jamaica","AMERICA"
"1441",16,341,2,"ID","Trinidad",NA
"1442",16,362,2,"ID","Brazil","AMERICA"
"1443",16,364,4,"ID","Colombia","AMERICA"
"1444",16,370,7,"ID","Peru","AMERICA"
"1445",16,373,1,"ID","Venezuela","AMERICA"
"1446",16,412,3,"ID","Congo","AFRICA"
"1447",16,414,4,"ID","Egypt","AFRICA"
"1448",16,416,3,"ID","Ethiopia","AFRICA"
"1449",16,421,1,"ID","Ghana","AFRICA"
"1450",16,436,2,"ID","Morocco","AFRICA"
"1451",16,447,1,"ID","SierraLeone","AFRICA"
"1452",16,449,3,"ID","SouthAfrica","AFRICA"
"1453",16,451,3,"ID","Sudan","AFRICA"
"1454",16,461,1,"ID","Zimbabwe","AFRICA"
"1455",16,463,1,"ID","EasternAfrica",NA
"1456",16,468,1,"ID","OtherAfrica",NA
"1457",16,501,4,"ID","Australia","OCEANIA"
"1458",16,508,2,"ID","Fiji","OCEANIA"
"1459",16,512,1,"ID","Micronesia","OCEANIA"
"1460",17,100,41,"IL","Albania","EUROPE"
"1461",17,102,23,"IL","Austria","EUROPE"
"1462",17,103,19,"IL","Belgium","EUROPE"
"1463",17,104,74,"IL","Bulgaria","EUROPE"
"1464",17,105,15,"IL","Czechoslovakia",NA
"1465",17,106,10,"IL","Denmark","EUROPE"
"1466",17,108,1,"IL","Finland","EUROPE"
"1467",17,109,42,"IL","France","EUROPE"
"1468",17,110,273,"IL","Germany","EUROPE"
"1469",17,116,142,"IL","Greece","EUROPE"
"1470",17,117,22,"IL","Hungary","EUROPE"
"1471",17,118,7,"IL","Iceland","EUROPE"
"1472",17,119,78,"IL","Ireland","EUROPE"
"1473",17,120,236,"IL","Italy","EUROPE"
"1474",17,126,19,"IL","Netherlands","EUROPE"
"1475",17,127,12,"IL","Norway","EUROPE"
"1476",17,128,1183,"IL","Poland","EUROPE"
"1477",17,129,2,"IL","Portugal","EUROPE"
"1478",17,132,131,"IL","Romania","EUROPE"
"1479",17,134,22,"IL","Spain","EUROPE"
"1480",17,136,15,"IL","Sweden","EUROPE"
"1481",17,137,17,"IL","Switzerland","EUROPE"
"1482",17,138,115,"IL","UnitedKingdom","EUROPE"
"1483",17,139,100,"IL","England","EUROPE"
"1484",17,140,25,"IL","Scotland","EUROPE"
"1485",17,147,52,"IL","Yugoslavia","EUROPE"
"1486",17,148,14,"IL","CzechRepublic","EUROPE"
"1487",17,149,9,"IL","Slovakia","EUROPE"
"1488",17,150,90,"IL","BosniaandHerzegovina",NA
"1489",17,151,46,"IL","Croatia","EUROPE"
"1490",17,152,17,"IL","Macedonia","EUROPE"
"1491",17,154,68,"IL","Serbia","EUROPE"
"1492",17,156,11,"IL","Latvia","EUROPE"
"1493",17,157,105,"IL","Lithuania","EUROPE"
"1494",17,158,1,"IL","Armenia","EUROPE"
"1495",17,159,6,"IL","Azerbaijan","EUROPE"
"1496",17,160,28,"IL","Belarus","EUROPE"
"1497",17,161,1,"IL","Georgia","EUROPE"
"1498",17,162,9,"IL","Moldova","EUROPE"
"1499",17,163,160,"IL","Russia",NA
"1500",17,164,232,"IL","Ukraine","EUROPE"
"1501",17,165,19,"IL","USSR",NA
"1502",17,168,8,"IL","Montenegro","EUROPE"
"1503",17,169,17,"IL","OtherEurope",NA
"1504",17,202,23,"IL","Bangladesh","ASIA"
"1505",17,203,22,"IL","Bhutan","ASIA"
"1506",17,205,52,"IL","Myanmar",NA
"1507",17,206,34,"IL","Cambodia","ASIA"
"1508",17,207,600,"IL","China","ASIA"
"1509",17,208,2,"IL","Cyprus","EUROPE"
"1510",17,209,35,"IL","HongKong","ASIA"
"1511",17,210,1112,"IL","India","ASIA"
"1512",17,211,27,"IL","Indonesia","ASIA"
"1513",17,212,73,"IL","Iran","ASIA"
"1514",17,213,78,"IL","Iraq","ASIA"
"1515",17,214,33,"IL","Israel","ASIA"
"1516",17,215,82,"IL","Japan","ASIA"
"1517",17,216,65,"IL","Jordan","ASIA"
"1518",17,217,416,"IL","Korea",NA
"1519",17,218,5,"IL","Kazakhstan","ASIA"
"1520",17,222,15,"IL","Kuwait","ASIA"
"1521",17,223,34,"IL","Laos","ASIA"
"1522",17,224,26,"IL","Lebanon","ASIA"
"1523",17,226,19,"IL","Malaysia","ASIA"
"1524",17,229,17,"IL","Nepal","ASIA"
"1525",17,231,205,"IL","Pakistan","ASIA"
"1526",17,233,777,"IL","Philippines","ASIA"
"1527",17,235,21,"IL","SaudiArabia","ASIA"
"1528",17,236,3,"IL","Singapore","ASIA"
"1529",17,238,6,"IL","SriLanka","ASIA"
"1530",17,239,28,"IL","Syria","ASIA"
"1531",17,240,89,"IL","Taiwan","ASIA"
"1532",17,242,65,"IL","Thailand","ASIA"
"1533",17,243,22,"IL","Turkey","ASIA"
"1534",17,246,17,"IL","Uzbekistan","ASIA"
"1535",17,247,152,"IL","Vietnam","ASIA"
"1536",17,248,8,"IL","Yemen","ASIA"
"1537",17,249,36,"IL","Asia",NA
"1538",17,253,9,"IL","SouthCentralAsia",NA
"1539",17,254,7,"IL","OtherAsia",NA
"1540",17,300,1,"IL","Bermuda",NA
"1541",17,301,209,"IL","Canada","AMERICA"
"1542",17,303,4849,"IL","Mexico","AMERICA"
"1543",17,310,25,"IL","Belize","AMERICA"
"1544",17,311,10,"IL","CostaRica","AMERICA"
"1545",17,312,46,"IL","ElSalvador","AMERICA"
"1546",17,313,155,"IL","Guatemala","AMERICA"
"1547",17,314,61,"IL","Honduras","AMERICA"
"1548",17,315,19,"IL","Nicaragua","AMERICA"
"1549",17,316,12,"IL","Panama","AMERICA"
"1550",17,321,2,"IL","Antigua",NA
"1551",17,323,1,"IL","Bahamas","AMERICA"
"1552",17,324,1,"IL","Barbados","AMERICA"
"1553",17,327,85,"IL","Cuba","AMERICA"
"1554",17,328,4,"IL","Dominica","AMERICA"
"1555",17,329,28,"IL","DominicanRepublic","AMERICA"
"1556",17,332,57,"IL","Haiti","AMERICA"
"1557",17,333,58,"IL","Jamaica","AMERICA"
"1558",17,339,2,"IL","St.Lucia",NA
"1559",17,341,14,"IL","Trinidad",NA
"1560",17,343,3,"IL","WestIndies",NA
"1561",17,360,24,"IL","Argentina","AMERICA"
"1562",17,361,31,"IL","Bolivia","AMERICA"
"1563",17,362,36,"IL","Brazil","AMERICA"
"1564",17,363,13,"IL","Chile","AMERICA"
"1565",17,364,115,"IL","Colombia","AMERICA"
"1566",17,365,110,"IL","Ecuador","AMERICA"
"1567",17,368,10,"IL","Guyana","AMERICA"
"1568",17,369,3,"IL","Paraguay","AMERICA"
"1569",17,370,50,"IL","Peru","AMERICA"
"1570",17,372,5,"IL","Uruguay","AMERICA"
"1571",17,373,18,"IL","Venezuela","AMERICA"
"1572",17,374,2,"IL","SouthAmerica",NA
"1573",17,399,6,"IL","Americas",NA
"1574",17,400,3,"IL","Algeria","AFRICA"
"1575",17,407,9,"IL","Cameroon","AFRICA"
"1576",17,412,5,"IL","Congo","AFRICA"
"1577",17,414,33,"IL","Egypt","AFRICA"
"1578",17,416,40,"IL","Ethiopia","AFRICA"
"1579",17,417,10,"IL","Eritrea","AFRICA"
"1580",17,421,48,"IL","Ghana","AFRICA"
"1581",17,427,14,"IL","Kenya","AFRICA"
"1582",17,429,8,"IL","Liberia","AFRICA"
"1583",17,430,2,"IL","Libya","AFRICA"
"1584",17,436,18,"IL","Morocco","AFRICA"
"1585",17,440,91,"IL","Nigeria","AFRICA"
"1586",17,444,2,"IL","Senegal","AFRICA"
"1587",17,447,3,"IL","SierraLeone","AFRICA"
"1588",17,448,1,"IL","Somalia","AFRICA"
"1589",17,449,31,"IL","SouthAfrica","AFRICA"
"1590",17,451,8,"IL","Sudan","AFRICA"
"1591",17,453,4,"IL","Tanzania","AFRICA"
"1592",17,454,21,"IL","Togo","AFRICA"
"1593",17,457,15,"IL","Uganda","AFRICA"
"1594",17,459,7,"IL","DemocraticRepublicofCongo",NA
"1595",17,460,9,"IL","Zambia","AFRICA"
"1596",17,461,5,"IL","Zimbabwe","AFRICA"
"1597",17,462,41,"IL","Africa",NA
"1598",17,463,7,"IL","EasternAfrica",NA
"1599",17,464,5,"IL","NorthernAfrica",NA
"1600",17,467,11,"IL","WesternAfrica",NA
"1601",17,468,6,"IL","OtherAfrica",NA
"1602",17,501,18,"IL","Australia","OCEANIA"
"1603",17,508,1,"IL","Fiji","OCEANIA"
"1604",17,515,6,"IL","NewZealand","OCEANIA"
"1605",17,527,1,"IL","Samoa","OCEANIA"
"1606",17,554,2,"IL","OtherUSIslandAreas",NA
"1607",18,100,1,"IN","Albania","EUROPE"
"1608",18,102,2,"IN","Austria","EUROPE"
"1609",18,103,6,"IN","Belgium","EUROPE"
"1610",18,104,4,"IN","Bulgaria","EUROPE"
"1611",18,108,1,"IN","Finland","EUROPE"
"1612",18,109,21,"IN","France","EUROPE"
"1613",18,110,69,"IN","Germany","EUROPE"
"1614",18,116,16,"IN","Greece","EUROPE"
"1615",18,117,6,"IN","Hungary","EUROPE"
"1616",18,118,1,"IN","Iceland","EUROPE"
"1617",18,119,2,"IN","Ireland","EUROPE"
"1618",18,120,11,"IN","Italy","EUROPE"
"1619",18,126,9,"IN","Netherlands","EUROPE"
"1620",18,127,1,"IN","Norway","EUROPE"
"1621",18,128,14,"IN","Poland","EUROPE"
"1622",18,129,1,"IN","Portugal","EUROPE"
"1623",18,132,13,"IN","Romania","EUROPE"
"1624",18,134,5,"IN","Spain","EUROPE"
"1625",18,136,1,"IN","Sweden","EUROPE"
"1626",18,138,25,"IN","UnitedKingdom","EUROPE"
"1627",18,139,33,"IN","England","EUROPE"
"1628",18,140,3,"IN","Scotland","EUROPE"
"1629",18,147,14,"IN","Yugoslavia","EUROPE"
"1630",18,148,6,"IN","CzechRepublic","EUROPE"
"1631",18,149,2,"IN","Slovakia","EUROPE"
"1632",18,150,20,"IN","BosniaandHerzegovina",NA
"1633",18,151,7,"IN","Croatia","EUROPE"
"1634",18,152,14,"IN","Macedonia","EUROPE"
"1635",18,154,5,"IN","Serbia","EUROPE"
"1636",18,156,7,"IN","Latvia","EUROPE"
"1637",18,157,2,"IN","Lithuania","EUROPE"
"1638",18,160,1,"IN","Belarus","EUROPE"
"1639",18,161,1,"IN","Georgia","EUROPE"
"1640",18,162,2,"IN","Moldova","EUROPE"
"1641",18,163,23,"IN","Russia",NA
"1642",18,164,23,"IN","Ukraine","EUROPE"
"1643",18,165,3,"IN","USSR",NA
"1644",18,168,2,"IN","Montenegro","EUROPE"
"1645",18,169,1,"IN","OtherEurope",NA
"1646",18,200,2,"IN","Afghanistan","ASIA"
"1647",18,202,8,"IN","Bangladesh","ASIA"
"1648",18,205,34,"IN","Myanmar",NA
"1649",18,206,6,"IN","Cambodia","ASIA"
"1650",18,207,155,"IN","China","ASIA"
"1651",18,209,5,"IN","HongKong","ASIA"
"1652",18,210,192,"IN","India","ASIA"
"1653",18,211,17,"IN","Indonesia","ASIA"
"1654",18,212,8,"IN","Iran","ASIA"
"1655",18,213,4,"IN","Iraq","ASIA"
"1656",18,214,5,"IN","Israel","ASIA"
"1657",18,215,44,"IN","Japan","ASIA"
"1658",18,216,8,"IN","Jordan","ASIA"
"1659",18,217,93,"IN","Korea",NA
"1660",18,218,1,"IN","Kazakhstan","ASIA"
"1661",18,222,1,"IN","Kuwait","ASIA"
"1662",18,223,8,"IN","Laos","ASIA"
"1663",18,224,3,"IN","Lebanon","ASIA"
"1664",18,226,6,"IN","Malaysia","ASIA"
"1665",18,231,32,"IN","Pakistan","ASIA"
"1666",18,233,90,"IN","Philippines","ASIA"
"1667",18,235,10,"IN","SaudiArabia","ASIA"
"1668",18,236,3,"IN","Singapore","ASIA"
"1669",18,238,1,"IN","SriLanka","ASIA"
"1670",18,239,7,"IN","Syria","ASIA"
"1671",18,240,28,"IN","Taiwan","ASIA"
"1672",18,242,19,"IN","Thailand","ASIA"
"1673",18,243,2,"IN","Turkey","ASIA"
"1674",18,245,5,"IN","UnitedArabEmirates",NA
"1675",18,247,42,"IN","Vietnam","ASIA"
"1676",18,249,4,"IN","Asia",NA
"1677",18,254,6,"IN","OtherAsia",NA
"1678",18,301,70,"IN","Canada","AMERICA"
"1679",18,303,691,"IN","Mexico","AMERICA"
"1680",18,310,6,"IN","Belize","AMERICA"
"1681",18,312,31,"IN","ElSalvador","AMERICA"
"1682",18,313,31,"IN","Guatemala","AMERICA"
"1683",18,314,24,"IN","Honduras","AMERICA"
"1684",18,315,14,"IN","Nicaragua","AMERICA"
"1685",18,316,5,"IN","Panama","AMERICA"
"1686",18,321,1,"IN","Antigua",NA
"1687",18,327,16,"IN","Cuba","AMERICA"
"1688",18,329,12,"IN","DominicanRepublic","AMERICA"
"1689",18,332,4,"IN","Haiti","AMERICA"
"1690",18,333,15,"IN","Jamaica","AMERICA"
"1691",18,341,6,"IN","Trinidad",NA
"1692",18,360,9,"IN","Argentina","AMERICA"
"1693",18,361,4,"IN","Bolivia","AMERICA"
"1694",18,362,16,"IN","Brazil","AMERICA"
"1695",18,363,9,"IN","Chile","AMERICA"
"1696",18,364,10,"IN","Colombia","AMERICA"
"1697",18,365,8,"IN","Ecuador","AMERICA"
"1698",18,368,7,"IN","Guyana","AMERICA"
"1699",18,370,10,"IN","Peru","AMERICA"
"1700",18,373,16,"IN","Venezuela","AMERICA"
"1701",18,374,1,"IN","SouthAmerica",NA
"1702",18,400,1,"IN","Algeria","AFRICA"
"1703",18,414,11,"IN","Egypt","AFRICA"
"1704",18,416,22,"IN","Ethiopia","AFRICA"
"1705",18,421,6,"IN","Ghana","AFRICA"
"1706",18,423,2,"IN","Guinea","AFRICA"
"1707",18,427,9,"IN","Kenya","AFRICA"
"1708",18,429,3,"IN","Liberia","AFRICA"
"1709",18,436,2,"IN","Morocco","AFRICA"
"1710",18,440,35,"IN","Nigeria","AFRICA"
"1711",18,444,1,"IN","Senegal","AFRICA"
"1712",18,447,7,"IN","SierraLeone","AFRICA"
"1713",18,448,2,"IN","Somalia","AFRICA"
"1714",18,449,9,"IN","SouthAfrica","AFRICA"
"1715",18,453,1,"IN","Tanzania","AFRICA"
"1716",18,454,5,"IN","Togo","AFRICA"
"1717",18,457,1,"IN","Uganda","AFRICA"
"1718",18,459,3,"IN","DemocraticRepublicofCongo",NA
"1719",18,460,1,"IN","Zambia","AFRICA"
"1720",18,461,5,"IN","Zimbabwe","AFRICA"
"1721",18,462,8,"IN","Africa",NA
"1722",18,463,10,"IN","EasternAfrica",NA
"1723",18,464,4,"IN","NorthernAfrica",NA
"1724",18,467,7,"IN","WesternAfrica",NA
"1725",18,468,11,"IN","OtherAfrica",NA
"1726",18,501,8,"IN","Australia","OCEANIA"
"1727",18,515,2,"IN","NewZealand","OCEANIA"
"1728",18,527,1,"IN","Samoa","OCEANIA"
"1729",18,554,1,"IN","OtherUSIslandAreas",NA
"1730",19,102,3,"IA","Austria","EUROPE"
"1731",19,106,1,"IA","Denmark","EUROPE"
"1732",19,109,1,"IA","France","EUROPE"
"1733",19,110,36,"IA","Germany","EUROPE"
"1734",19,116,2,"IA","Greece","EUROPE"
"1735",19,119,2,"IA","Ireland","EUROPE"
"1736",19,120,4,"IA","Italy","EUROPE"
"1737",19,126,3,"IA","Netherlands","EUROPE"
"1738",19,127,4,"IA","Norway","EUROPE"
"1739",19,128,5,"IA","Poland","EUROPE"
"1740",19,132,3,"IA","Romania","EUROPE"
"1741",19,134,3,"IA","Spain","EUROPE"
"1742",19,138,7,"IA","UnitedKingdom","EUROPE"
"1743",19,139,15,"IA","England","EUROPE"
"1744",19,140,3,"IA","Scotland","EUROPE"
"1745",19,150,41,"IA","BosniaandHerzegovina",NA
"1746",19,151,1,"IA","Croatia","EUROPE"
"1747",19,152,1,"IA","Macedonia","EUROPE"
"1748",19,154,3,"IA","Serbia","EUROPE"
"1749",19,156,1,"IA","Latvia","EUROPE"
"1750",19,157,1,"IA","Lithuania","EUROPE"
"1751",19,160,2,"IA","Belarus","EUROPE"
"1752",19,163,14,"IA","Russia",NA
"1753",19,164,15,"IA","Ukraine","EUROPE"
"1754",19,169,2,"IA","OtherEurope",NA
"1755",19,205,6,"IA","Myanmar",NA
"1756",19,206,4,"IA","Cambodia","ASIA"
"1757",19,207,74,"IA","China","ASIA"
"1758",19,208,1,"IA","Cyprus","EUROPE"
"1759",19,209,2,"IA","HongKong","ASIA"
"1760",19,210,73,"IA","India","ASIA"
"1761",19,211,3,"IA","Indonesia","ASIA"
"1762",19,212,3,"IA","Iran","ASIA"
