"","ST","POBP","count","location","country"
"1454",16,461,1,"ID","Zimbabwe"
"1455",16,463,1,"ID","EasternAfrica"
"1456",16,468,1,"ID","OtherAfrica"
"1457",16,501,4,"ID","Australia"
"1458",16,508,2,"ID","Fiji"
"1459",16,512,1,"ID","Micronesia"
"1460",17,100,41,"IL","Albania"
"1461",17,102,23,"IL","Austria"
"1462",17,103,19,"IL","Belgium"
"1463",17,104,74,"IL","Bulgaria"
"1464",17,105,15,"IL","Czechoslovakia"
"1465",17,106,10,"IL","Denmark"
"1466",17,108,1,"IL","Finland"
"1467",17,109,42,"IL","France"
"1468",17,110,273,"IL","Germany"
"1469",17,116,142,"IL","Greece"
"1470",17,117,22,"IL","Hungary"
"1471",17,118,7,"IL","Iceland"
"1472",17,119,78,"IL","Ireland"
"1473",17,120,236,"IL","Italy"
"1474",17,126,19,"IL","Netherlands"
"1475",17,127,12,"IL","Norway"
"1476",17,128,1183,"IL","Poland"
"1477",17,129,2,"IL","Portugal"
"1478",17,132,131,"IL","Romania"
"1479",17,134,22,"IL","Spain"
"1480",17,136,15,"IL","Sweden"
"1481",17,137,17,"IL","Switzerland"
"1482",17,138,115,"IL","UnitedKingdom"
"1483",17,139,100,"IL","England"
"1484",17,140,25,"IL","Scotland"
"1485",17,147,52,"IL","Yugoslavia"
"1486",17,148,14,"IL","CzechRepublic"
"1487",17,149,9,"IL","Slovakia"
"1488",17,150,90,"IL","BosniaandHerzegovina"
"1489",17,151,46,"IL","Croatia"
"1490",17,152,17,"IL","Macedonia"
"1491",17,154,68,"IL","Serbia"
"1492",17,156,11,"IL","Latvia"
"1493",17,157,105,"IL","Lithuania"
"1494",17,158,1,"IL","Armenia"
"1495",17,159,6,"IL","Azerbaijan"
"1496",17,160,28,"IL","Belarus"
"1497",17,161,1,"IL","Georgia"
"1498",17,162,9,"IL","Moldova"
"1499",17,163,160,"IL","Russia"
"1500",17,164,232,"IL","Ukraine"
"1501",17,165,19,"IL","USSR"
"1502",17,168,8,"IL","Montenegro"
"1503",17,169,17,"IL","OtherEurope"
"1504",17,202,23,"IL","Bangladesh"
"1505",17,203,22,"IL","Bhutan"
"1506",17,205,52,"IL","Myanmar"
"1507",17,206,34,"IL","Cambodia"
"1508",17,207,600,"IL","China"
"1509",17,208,2,"IL","Cyprus"
"1510",17,209,35,"IL","HongKong"
"1511",17,210,1112,"IL","India"
"1512",17,211,27,"IL","Indonesia"
"1513",17,212,73,"IL","Iran"
"1514",17,213,78,"IL","Iraq"
"1515",17,214,33,"IL","Israel"
"1516",17,215,82,"IL","Japan"
"1517",17,216,65,"IL","Jordan"
"1518",17,217,416,"IL","Korea"
"1519",17,218,5,"IL","Kazakhstan"
"1520",17,222,15,"IL","Kuwait"
"1521",17,223,34,"IL","Laos"
"1522",17,224,26,"IL","Lebanon"
"1523",17,226,19,"IL","Malaysia"
"1524",17,229,17,"IL","Nepal"
"1525",17,231,205,"IL","Pakistan"
"1526",17,233,777,"IL","Philippines"
"1527",17,235,21,"IL","SaudiArabia"
"1528",17,236,3,"IL","Singapore"
"1529",17,238,6,"IL","SriLanka"
"1530",17,239,28,"IL","Syria"
"1531",17,240,89,"IL","Taiwan"
"1532",17,242,65,"IL","Thailand"
"1533",17,243,22,"IL","Turkey"
"1534",17,246,17,"IL","Uzbekistan"
"1535",17,247,152,"IL","Vietnam"
"1536",17,248,8,"IL","Yemen"
"1537",17,249,36,"IL","Asia"
"1538",17,253,9,"IL","SouthCentralAsia"
"1539",17,254,7,"IL","OtherAsia"
"1540",17,300,1,"IL","Bermuda"
"1541",17,301,209,"IL","Canada"
"1542",17,303,4849,"IL","Mexico"
"1543",17,310,25,"IL","Belize"
"1544",17,311,10,"IL","CostaRica"
"1545",17,312,46,"IL","ElSalvador"
"1546",17,313,155,"IL","Guatemala"
"1547",17,314,61,"IL","Honduras"
"1548",17,315,19,"IL","Nicaragua"
"1549",17,316,12,"IL","Panama"
"1550",17,321,2,"IL","Antigua"
"1551",17,323,1,"IL","Bahamas"
"1552",17,324,1,"IL","Barbados"
"1553",17,327,85,"IL","Cuba"
"1554",17,328,4,"IL","Dominica"
"1555",17,329,28,"IL","DominicanRepublic"
"1556",17,332,57,"IL","Haiti"
"1557",17,333,58,"IL","Jamaica"
"1558",17,339,2,"IL","St.Lucia"
"1559",17,341,14,"IL","Trinidad"
"1560",17,343,3,"IL","WestIndies"
"1561",17,360,24,"IL","Argentina"
"1562",17,361,31,"IL","Bolivia"
"1563",17,362,36,"IL","Brazil"
"1564",17,363,13,"IL","Chile"
"1565",17,364,115,"IL","Colombia"
"1566",17,365,110,"IL","Ecuador"
"1567",17,368,10,"IL","Guyana"
"1568",17,369,3,"IL","Paraguay"
"1569",17,370,50,"IL","Peru"
"1570",17,372,5,"IL","Uruguay"
"1571",17,373,18,"IL","Venezuela"
"1572",17,374,2,"IL","SouthAmerica"
"1573",17,399,6,"IL","Americas"
"1574",17,400,3,"IL","Algeria"
"1575",17,407,9,"IL","Cameroon"
"1576",17,412,5,"IL","Congo"
"1577",17,414,33,"IL","Egypt"
"1578",17,416,40,"IL","Ethiopia"
"1579",17,417,10,"IL","Eritrea"
"1580",17,421,48,"IL","Ghana"
"1581",17,427,14,"IL","Kenya"
"1582",17,429,8,"IL","Liberia"
"1583",17,430,2,"IL","Libya"
"1584",17,436,18,"IL","Morocco"
"1585",17,440,91,"IL","Nigeria"
"1586",17,444,2,"IL","Senegal"
"1587",17,447,3,"IL","SierraLeone"
"1588",17,448,1,"IL","Somalia"
"1589",17,449,31,"IL","SouthAfrica"
"1590",17,451,8,"IL","Sudan"
"1591",17,453,4,"IL","Tanzania"
"1592",17,454,21,"IL","Togo"
"1593",17,457,15,"IL","Uganda"
"1594",17,459,7,"IL","DemocraticRepublicofCongo"
"1595",17,460,9,"IL","Zambia"
"1596",17,461,5,"IL","Zimbabwe"
"1597",17,462,41,"IL","Africa"
"1598",17,463,7,"IL","EasternAfrica"
"1599",17,464,5,"IL","NorthernAfrica"
"1600",17,467,11,"IL","WesternAfrica"
"1601",17,468,6,"IL","OtherAfrica"
"1602",17,501,18,"IL","Australia"
"1603",17,508,1,"IL","Fiji"
"1604",17,515,6,"IL","NewZealand"
"1605",17,527,1,"IL","Samoa"
"1606",17,554,2,"IL","OtherUSIslandAreas"
"1607",18,100,1,"IN","Albania"
"1608",18,102,2,"IN","Austria"
"1609",18,103,6,"IN","Belgium"
"1610",18,104,4,"IN","Bulgaria"
"1611",18,108,1,"IN","Finland"
"1612",18,109,21,"IN","France"
"1613",18,110,69,"IN","Germany"
"1614",18,116,16,"IN","Greece"
"1615",18,117,6,"IN","Hungary"
"1616",18,118,1,"IN","Iceland"
"1617",18,119,2,"IN","Ireland"
"1618",18,120,11,"IN","Italy"
"1619",18,126,9,"IN","Netherlands"
"1620",18,127,1,"IN","Norway"
"1621",18,128,14,"IN","Poland"
"1622",18,129,1,"IN","Portugal"
"1623",18,132,13,"IN","Romania"
"1624",18,134,5,"IN","Spain"
"1625",18,136,1,"IN","Sweden"
"1626",18,138,25,"IN","UnitedKingdom"
"1627",18,139,33,"IN","England"
"1628",18,140,3,"IN","Scotland"
"1629",18,147,14,"IN","Yugoslavia"
"1630",18,148,6,"IN","CzechRepublic"
"1631",18,149,2,"IN","Slovakia"
"1632",18,150,20,"IN","BosniaandHerzegovina"
"1633",18,151,7,"IN","Croatia"
"1634",18,152,14,"IN","Macedonia"
"1635",18,154,5,"IN","Serbia"
"1636",18,156,7,"IN","Latvia"
"1637",18,157,2,"IN","Lithuania"
"1638",18,160,1,"IN","Belarus"
"1639",18,161,1,"IN","Georgia"
"1640",18,162,2,"IN","Moldova"
"1641",18,163,23,"IN","Russia"
"1642",18,164,23,"IN","Ukraine"
"1643",18,165,3,"IN","USSR"
"1644",18,168,2,"IN","Montenegro"
"1645",18,169,1,"IN","OtherEurope"
"1646",18,200,2,"IN","Afghanistan"
"1647",18,202,8,"IN","Bangladesh"
"1648",18,205,34,"IN","Myanmar"
"1649",18,206,6,"IN","Cambodia"
"1650",18,207,155,"IN","China"
"1651",18,209,5,"IN","HongKong"
"1652",18,210,192,"IN","India"
"1653",18,211,17,"IN","Indonesia"
"1654",18,212,8,"IN","Iran"
"1655",18,213,4,"IN","Iraq"
"1656",18,214,5,"IN","Israel"
"1657",18,215,44,"IN","Japan"
"1658",18,216,8,"IN","Jordan"
"1659",18,217,93,"IN","Korea"
"1660",18,218,1,"IN","Kazakhstan"
"1661",18,222,1,"IN","Kuwait"
"1662",18,223,8,"IN","Laos"
"1663",18,224,3,"IN","Lebanon"
"1664",18,226,6,"IN","Malaysia"
"1665",18,231,32,"IN","Pakistan"
"1666",18,233,90,"IN","Philippines"
"1667",18,235,10,"IN","SaudiArabia"
"1668",18,236,3,"IN","Singapore"
"1669",18,238,1,"IN","SriLanka"
"1670",18,239,7,"IN","Syria"
"1671",18,240,28,"IN","Taiwan"
"1672",18,242,19,"IN","Thailand"
"1673",18,243,2,"IN","Turkey"
"1674",18,245,5,"IN","UnitedArabEmirates"
"1675",18,247,42,"IN","Vietnam"
"1676",18,249,4,"IN","Asia"
"1677",18,254,6,"IN","OtherAsia"
"1678",18,301,70,"IN","Canada"
"1679",18,303,691,"IN","Mexico"
"1680",18,310,6,"IN","Belize"
"1681",18,312,31,"IN","ElSalvador"
"1682",18,313,31,"IN","Guatemala"
"1683",18,314,24,"IN","Honduras"
"1684",18,315,14,"IN","Nicaragua"
"1685",18,316,5,"IN","Panama"
"1686",18,321,1,"IN","Antigua"
"1687",18,327,16,"IN","Cuba"
"1688",18,329,12,"IN","DominicanRepublic"
"1689",18,332,4,"IN","Haiti"
"1690",18,333,15,"IN","Jamaica"
"1691",18,341,6,"IN","Trinidad"
"1692",18,360,9,"IN","Argentina"
"1693",18,361,4,"IN","Bolivia"
"1694",18,362,16,"IN","Brazil"
"1695",18,363,9,"IN","Chile"
"1696",18,364,10,"IN","Colombia"
"1697",18,365,8,"IN","Ecuador"
"1698",18,368,7,"IN","Guyana"
"1699",18,370,10,"IN","Peru"
"1700",18,373,16,"IN","Venezuela"
"1701",18,374,1,"IN","SouthAmerica"
"1702",18,400,1,"IN","Algeria"
"1703",18,414,11,"IN","Egypt"
"1704",18,416,22,"IN","Ethiopia"
"1705",18,421,6,"IN","Ghana"
"1706",18,423,2,"IN","Guinea"
"1707",18,427,9,"IN","Kenya"
"1708",18,429,3,"IN","Liberia"
"1709",18,436,2,"IN","Morocco"
"1710",18,440,35,"IN","Nigeria"
"1711",18,444,1,"IN","Senegal"
"1712",18,447,7,"IN","SierraLeone"
"1713",18,448,2,"IN","Somalia"
"1714",18,449,9,"IN","SouthAfrica"
"1715",18,453,1,"IN","Tanzania"
"1716",18,454,5,"IN","Togo"
"1717",18,457,1,"IN","Uganda"
"1718",18,459,3,"IN","DemocraticRepublicofCongo"
"1719",18,460,1,"IN","Zambia"
"1720",18,461,5,"IN","Zimbabwe"
"1721",18,462,8,"IN","Africa"
"1722",18,463,10,"IN","EasternAfrica"
"1723",18,464,4,"IN","NorthernAfrica"
"1724",18,467,7,"IN","WesternAfrica"
"1725",18,468,11,"IN","OtherAfrica"
"1726",18,501,8,"IN","Australia"
"1727",18,515,2,"IN","NewZealand"
"1728",18,527,1,"IN","Samoa"
"1729",18,554,1,"IN","OtherUSIslandAreas"
"1730",19,102,3,"IA","Austria"
"1731",19,106,1,"IA","Denmark"
"1732",19,109,1,"IA","France"
"1733",19,110,36,"IA","Germany"
"1734",19,116,2,"IA","Greece"
"1735",19,119,2,"IA","Ireland"
"1736",19,120,4,"IA","Italy"
"1737",19,126,3,"IA","Netherlands"
"1738",19,127,4,"IA","Norway"
"1739",19,128,5,"IA","Poland"
"1740",19,132,3,"IA","Romania"
"1741",19,134,3,"IA","Spain"
"1742",19,138,7,"IA","UnitedKingdom"
"1743",19,139,15,"IA","England"
"1744",19,140,3,"IA","Scotland"
"1745",19,150,41,"IA","BosniaandHerzegovina"
"1746",19,151,1,"IA","Croatia"
"1747",19,152,1,"IA","Macedonia"
"1748",19,154,3,"IA","Serbia"
"1749",19,156,1,"IA","Latvia"
"1750",19,157,1,"IA","Lithuania"
"1751",19,160,2,"IA","Belarus"
"1752",19,163,14,"IA","Russia"
"1753",19,164,15,"IA","Ukraine"
"1754",19,169,2,"IA","OtherEurope"
"1755",19,205,6,"IA","Myanmar"
"1756",19,206,4,"IA","Cambodia"
"1757",19,207,74,"IA","China"
"1758",19,208,1,"IA","Cyprus"
"1759",19,209,2,"IA","HongKong"
"1760",19,210,73,"IA","India"
"1761",19,211,3,"IA","Indonesia"
"1762",19,212,3,"IA","Iran"
"1763",19,213,8,"IA","Iraq"
"1764",19,215,10,"IA","Japan"
"1765",19,217,34,"IA","Korea"
"1766",19,223,23,"IA","Laos"
"1767",19,224,2,"IA","Lebanon"
"1768",19,226,6,"IA","Malaysia"
"1769",19,229,1,"IA","Nepal"
"1770",19,233,25,"IA","Philippines"
"1771",19,235,2,"IA","SaudiArabia"
"1772",19,236,1,"IA","Singapore"
"1773",19,238,2,"IA","SriLanka"
"1774",19,240,5,"IA","Taiwan"
"1775",19,242,20,"IA","Thailand"
"1776",19,243,3,"IA","Turkey"
"1777",19,245,2,"IA","UnitedArabEmirates"
"1778",19,247,36,"IA","Vietnam"
"1779",19,249,1,"IA","Asia"
"1780",19,254,2,"IA","OtherAsia"
"1781",19,301,46,"IA","Canada"
"1782",19,303,206,"IA","Mexico"
"1783",19,310,1,"IA","Belize"
"1784",19,311,1,"IA","CostaRica"
"1785",19,312,26,"IA","ElSalvador"
"1786",19,313,29,"IA","Guatemala"
"1787",19,314,5,"IA","Honduras"
"1788",19,315,1,"IA","Nicaragua"
"1789",19,316,1,"IA","Panama"
"1790",19,327,3,"IA","Cuba"
"1791",19,332,1,"IA","Haiti"
"1792",19,360,2,"IA","Argentina"
"1793",19,361,1,"IA","Bolivia"
"1794",19,362,4,"IA","Brazil"
"1795",19,363,3,"IA","Chile"
"1796",19,364,5,"IA","Colombia"
"1797",19,365,5,"IA","Ecuador"
"1798",19,368,2,"IA","Guyana"
"1799",19,370,2,"IA","Peru"
"1800",19,372,1,"IA","Uruguay"
"1801",19,373,2,"IA","Venezuela"
"1802",19,412,4,"IA","Congo"
"1803",19,414,3,"IA","Egypt"
"1804",19,416,1,"IA","Ethiopia"
"1805",19,421,1,"IA","Ghana"
"1806",19,427,13,"IA","Kenya"
"1807",19,429,3,"IA","Liberia"
"1808",19,440,4,"IA","Nigeria"
"1809",19,448,3,"IA","Somalia"
"1810",19,449,2,"IA","SouthAfrica"
"1811",19,451,15,"IA","Sudan"
"1812",19,453,5,"IA","Tanzania"
"1813",19,457,3,"IA","Uganda"
"1814",19,462,4,"IA","Africa"
"1815",19,463,10,"IA","EasternAfrica"
"1816",19,501,1,"IA","Australia"
"1817",19,512,3,"IA","Micronesia"
"1818",20,102,2,"KS","Austria"
"1819",20,103,1,"KS","Belgium"
"1820",20,105,5,"KS","Czechoslovakia"
"1821",20,108,1,"KS","Finland"
"1822",20,109,10,"KS","France"
"1823",20,110,39,"KS","Germany"
"1824",20,116,1,"KS","Greece"
"1825",20,117,1,"KS","Hungary"
"1826",20,119,5,"KS","Ireland"
"1827",20,120,2,"KS","Italy"
"1828",20,126,4,"KS","Netherlands"
"1829",20,127,1,"KS","Norway"
"1830",20,128,8,"KS","Poland"
"1831",20,132,8,"KS","Romania"
"1832",20,134,1,"KS","Spain"
"1833",20,137,1,"KS","Switzerland"
"1834",20,138,15,"KS","UnitedKingdom"
"1835",20,139,10,"KS","England"
"1836",20,140,3,"KS","Scotland"
"1837",20,151,2,"KS","Croatia"
"1838",20,152,3,"KS","Macedonia"
"1839",20,159,1,"KS","Azerbaijan"
"1840",20,160,1,"KS","Belarus"
"1841",20,163,13,"KS","Russia"
"1842",20,164,12,"KS","Ukraine"
"1843",20,165,2,"KS","USSR"
"1844",20,169,4,"KS","OtherEurope"
"1845",20,202,6,"KS","Bangladesh"
"1846",20,203,7,"KS","Bhutan"
"1847",20,205,4,"KS","Myanmar"
"1848",20,206,10,"KS","Cambodia"
"1849",20,207,38,"KS","China"
"1850",20,209,2,"KS","HongKong"
"1851",20,210,65,"KS","India"
"1852",20,211,7,"KS","Indonesia"
"1853",20,212,7,"KS","Iran"
"1854",20,213,6,"KS","Iraq"
"1855",20,215,20,"KS","Japan"
"1856",20,216,2,"KS","Jordan"
"1857",20,217,34,"KS","Korea"
"1858",20,223,23,"KS","Laos"
"1859",20,224,6,"KS","Lebanon"
"1860",20,226,4,"KS","Malaysia"
"1861",20,229,1,"KS","Nepal"
"1862",20,231,14,"KS","Pakistan"
"1863",20,233,55,"KS","Philippines"
"1864",20,235,8,"KS","SaudiArabia"
"1865",20,236,2,"KS","Singapore"
"1866",20,238,6,"KS","SriLanka"
"1867",20,240,9,"KS","Taiwan"
"1868",20,242,17,"KS","Thailand"
"1869",20,243,1,"KS","Turkey"
"1870",20,245,1,"KS","UnitedArabEmirates"
"1871",20,246,1,"KS","Uzbekistan"
"1872",20,247,66,"KS","Vietnam"
"1873",20,248,1,"KS","Yemen"
"1874",20,249,3,"KS","Asia"
"1875",20,253,1,"KS","SouthCentralAsia"
"1876",20,301,21,"KS","Canada"
"1877",20,303,620,"KS","Mexico"
"1878",20,312,15,"KS","ElSalvador"
"1879",20,313,26,"KS","Guatemala"
"1880",20,314,21,"KS","Honduras"
"1881",20,316,5,"KS","Panama"
"1882",20,327,24,"KS","Cuba"
"1883",20,329,3,"KS","DominicanRepublic"
"1884",20,332,1,"KS","Haiti"
"1885",20,333,4,"KS","Jamaica"
"1886",20,341,2,"KS","Trinidad"
"1887",20,360,3,"KS","Argentina"
"1888",20,361,3,"KS","Bolivia"
"1889",20,362,6,"KS","Brazil"
"1890",20,363,1,"KS","Chile"
"1891",20,364,6,"KS","Colombia"
"1892",20,365,3,"KS","Ecuador"
"1893",20,369,6,"KS","Paraguay"
"1894",20,370,1,"KS","Peru"
"1895",20,373,11,"KS","Venezuela"
"1896",20,400,1,"KS","Algeria"
"1897",20,414,9,"KS","Egypt"
"1898",20,416,7,"KS","Ethiopia"
"1899",20,421,3,"KS","Ghana"
"1900",20,427,17,"KS","Kenya"
"1901",20,436,2,"KS","Morocco"
"1902",20,440,4,"KS","Nigeria"
"1903",20,448,5,"KS","Somalia"
"1904",20,449,8,"KS","SouthAfrica"
"1905",20,453,1,"KS","Tanzania"
"1906",20,462,8,"KS","Africa"
"1907",20,463,1,"KS","EasternAfrica"
"1908",20,467,1,"KS","WesternAfrica"
"1909",20,501,3,"KS","Australia"
"1910",20,508,6,"KS","Fiji"
"1911",20,511,2,"KS","MarshallIslands"
"1912",20,554,3,"KS","OtherUSIslandAreas"
"1913",21,100,1,"KY","Albania"
"1914",21,102,2,"KY","Austria"
"1915",21,103,1,"KY","Belgium"
"1916",21,104,6,"KY","Bulgaria"
"1917",21,105,1,"KY","Czechoslovakia"
"1918",21,106,1,"KY","Denmark"
"1919",21,108,2,"KY","Finland"
"1920",21,109,10,"KY","France"
"1921",21,110,55,"KY","Germany"
"1922",21,116,7,"KY","Greece"
"1923",21,117,3,"KY","Hungary"
"1924",21,118,1,"KY","Iceland"
"1925",21,119,5,"KY","Ireland"
"1926",21,120,7,"KY","Italy"
"1927",21,126,5,"KY","Netherlands"
"1928",21,127,1,"KY","Norway"
"1929",21,128,9,"KY","Poland"
"1930",21,129,1,"KY","Portugal"
"1931",21,132,11,"KY","Romania"
"1932",21,134,5,"KY","Spain"
"1933",21,136,1,"KY","Sweden"
"1934",21,137,2,"KY","Switzerland"
"1935",21,138,23,"KY","UnitedKingdom"
"1936",21,139,19,"KY","England"
"1937",21,140,2,"KY","Scotland"
"1938",21,147,5,"KY","Yugoslavia"
"1939",21,150,31,"KY","BosniaandHerzegovina"
"1940",21,151,2,"KY","Croatia"
"1941",21,156,1,"KY","Latvia"
"1942",21,157,2,"KY","Lithuania"
"1943",21,158,2,"KY","Armenia"
"1944",21,160,3,"KY","Belarus"
"1945",21,162,1,"KY","Moldova"
"1946",21,163,22,"KY","Russia"
"1947",21,164,16,"KY","Ukraine"
"1948",21,165,1,"KY","USSR"
"1949",21,200,4,"KY","Afghanistan"
"1950",21,202,9,"KY","Bangladesh"
"1951",21,203,11,"KY","Bhutan"
"1952",21,205,10,"KY","Myanmar"
"1953",21,206,5,"KY","Cambodia"
"1954",21,207,68,"KY","China"
"1955",21,208,1,"KY","Cyprus"
"1956",21,209,1,"KY","HongKong"
"1957",21,210,82,"KY","India"
"1958",21,211,2,"KY","Indonesia"
"1959",21,212,16,"KY","Iran"
"1960",21,213,29,"KY","Iraq"
"1961",21,215,39,"KY","Japan"
"1962",21,216,3,"KY","Jordan"
"1963",21,217,30,"KY","Korea"
"1964",21,218,2,"KY","Kazakhstan"
"1965",21,222,3,"KY","Kuwait"
"1966",21,223,2,"KY","Laos"
"1967",21,224,1,"KY","Lebanon"
"1968",21,226,2,"KY","Malaysia"
"1969",21,229,14,"KY","Nepal"
"1970",21,231,15,"KY","Pakistan"
"1971",21,233,25,"KY","Philippines"
"1972",21,235,3,"KY","SaudiArabia"
"1973",21,239,5,"KY","Syria"
"1974",21,240,6,"KY","Taiwan"
"1975",21,242,15,"KY","Thailand"
"1976",21,243,7,"KY","Turkey"
"1977",21,245,1,"KY","UnitedArabEmirates"
"1978",21,246,1,"KY","Uzbekistan"
"1979",21,247,33,"KY","Vietnam"
"1980",21,249,2,"KY","Asia"
"1981",21,300,1,"KY","Bermuda"
"1982",21,301,25,"KY","Canada"
"1983",21,303,209,"KY","Mexico"
"1984",21,310,3,"KY","Belize"
"1985",21,311,1,"KY","CostaRica"
"1986",21,312,21,"KY","ElSalvador"
"1987",21,313,42,"KY","Guatemala"
"1988",21,314,5,"KY","Honduras"
"1989",21,315,2,"KY","Nicaragua"
"1990",21,316,2,"KY","Panama"
"1991",21,323,6,"KY","Bahamas"
"1992",21,327,61,"KY","Cuba"
"1993",21,328,1,"KY","Dominica"
"1994",21,329,6,"KY","DominicanRepublic"
"1995",21,332,7,"KY","Haiti"
"1996",21,333,3,"KY","Jamaica"
"1997",21,341,9,"KY","Trinidad"
"1998",21,344,2,"KY","Caribbean"
"1999",21,360,8,"KY","Argentina"
"2000",21,362,7,"KY","Brazil"
"2001",21,363,3,"KY","Chile"
"2002",21,364,13,"KY","Colombia"
"2003",21,365,4,"KY","Ecuador"
"2004",21,368,1,"KY","Guyana"
"2005",21,370,13,"KY","Peru"
"2006",21,373,4,"KY","Venezuela"
"2007",21,374,1,"KY","SouthAmerica"
"2008",21,399,1,"KY","Americas"
"2009",21,400,1,"KY","Algeria"
"2010",21,414,3,"KY","Egypt"
"2011",21,416,6,"KY","Ethiopia"
"2012",21,417,3,"KY","Eritrea"
"2013",21,420,2,"KY","Gambia"
"2014",21,421,5,"KY","Ghana"
"2015",21,427,9,"KY","Kenya"
"2016",21,429,3,"KY","Liberia"
"2017",21,436,2,"KY","Morocco"
"2018",21,440,2,"KY","Nigeria"
"2019",21,444,3,"KY","Senegal"
"2020",21,449,7,"KY","SouthAfrica"
"2021",21,451,2,"KY","Sudan"
"2022",21,457,1,"KY","Uganda"
"2023",21,459,9,"KY","DemocraticRepublicofCongo"
"2024",21,460,1,"KY","Zambia"
"2025",21,461,2,"KY","Zimbabwe"
"2026",21,462,19,"KY","Africa"
"2027",21,463,7,"KY","EasternAfrica"
"2028",21,467,7,"KY","WesternAfrica"
"2029",21,501,1,"KY","Australia"
"2030",21,515,1,"KY","NewZealand"
"2031",22,100,1,"LA","Albania"
"2032",22,102,2,"LA","Austria"
"2033",22,103,2,"LA","Belgium"
"2034",22,104,5,"LA","Bulgaria"
"2035",22,105,1,"LA","Czechoslovakia"
"2036",22,108,1,"LA","Finland"
"2037",22,109,17,"LA","France"
"2038",22,110,46,"LA","Germany"
"2039",22,116,5,"LA","Greece"
"2040",22,117,1,"LA","Hungary"
"2041",22,118,1,"LA","Iceland"
"2042",22,119,3,"LA","Ireland"
"2043",22,120,10,"LA","Italy"
"2044",22,126,8,"LA","Netherlands"
"2045",22,127,6,"LA","Norway"
"2046",22,128,9,"LA","Poland"
"2047",22,129,4,"LA","Portugal"
"2048",22,132,8,"LA","Romania"
"2049",22,134,4,"LA","Spain"
"2050",22,137,1,"LA","Switzerland"
"2051",22,138,18,"LA","UnitedKingdom"
"2052",22,139,14,"LA","England"
"2053",22,140,7,"LA","Scotland"
"2054",22,147,2,"LA","Yugoslavia"
"2055",22,148,1,"LA","CzechRepublic"
"2056",22,151,3,"LA","Croatia"
"2057",22,152,1,"LA","Macedonia"
"2058",22,159,1,"LA","Azerbaijan"
"2059",22,163,4,"LA","Russia"
"2060",22,164,3,"LA","Ukraine"
"2061",22,169,3,"LA","OtherEurope"
"2062",22,200,1,"LA","Afghanistan"
"2063",22,202,4,"LA","Bangladesh"
"2064",22,205,6,"LA","Myanmar"
"2065",22,206,5,"LA","Cambodia"
"2066",22,207,76,"LA","China"
"2067",22,208,2,"LA","Cyprus"
"2068",22,209,4,"LA","HongKong"
"2069",22,210,62,"LA","India"
"2070",22,211,4,"LA","Indonesia"
"2071",22,212,15,"LA","Iran"
"2072",22,213,2,"LA","Iraq"
"2073",22,214,4,"LA","Israel"
"2074",22,215,19,"LA","Japan"
"2075",22,216,7,"LA","Jordan"
"2076",22,217,33,"LA","Korea"
"2077",22,222,1,"LA","Kuwait"
"2078",22,223,5,"LA","Laos"
"2079",22,224,6,"LA","Lebanon"
"2080",22,226,3,"LA","Malaysia"
"2081",22,229,3,"LA","Nepal"
"2082",22,231,16,"LA","Pakistan"
"2083",22,233,47,"LA","Philippines"
"2084",22,235,6,"LA","SaudiArabia"
"2085",22,236,1,"LA","Singapore"
"2086",22,238,4,"LA","SriLanka"
"2087",22,239,3,"LA","Syria"
"2088",22,240,8,"LA","Taiwan"
"2089",22,242,6,"LA","Thailand"
"2090",22,243,9,"LA","Turkey"
"2091",22,245,3,"LA","UnitedArabEmirates"
"2092",22,247,168,"LA","Vietnam"
"2093",22,248,7,"LA","Yemen"
"2094",22,249,6,"LA","Asia"
"2095",22,301,41,"LA","Canada"
"2096",22,303,243,"LA","Mexico"
"2097",22,310,1,"LA","Belize"
"2098",22,311,7,"LA","CostaRica"
"2099",22,312,33,"LA","ElSalvador"
"2100",22,313,33,"LA","Guatemala"
"2101",22,314,171,"LA","Honduras"
"2102",22,315,41,"LA","Nicaragua"
"2103",22,316,5,"LA","Panama"
"2104",22,321,1,"LA","Antigua"
"2105",22,323,2,"LA","Bahamas"
"2106",22,324,1,"LA","Barbados"
"2107",22,327,34,"LA","Cuba"
"2108",22,328,1,"LA","Dominica"
"2109",22,329,18,"LA","DominicanRepublic"
"2110",22,330,1,"LA","Grenada"
"2111",22,332,19,"LA","Haiti"
"2112",22,333,6,"LA","Jamaica"
"2113",22,339,1,"LA","St.Lucia"
"2114",22,341,3,"LA","Trinidad"
"2115",22,344,4,"LA","Caribbean"
"2116",22,360,3,"LA","Argentina"
"2117",22,362,16,"LA","Brazil"
"2118",22,363,2,"LA","Chile"
"2119",22,364,23,"LA","Colombia"
"2120",22,365,17,"LA","Ecuador"
"2121",22,368,3,"LA","Guyana"
"2122",22,370,6,"LA","Peru"
"2123",22,373,15,"LA","Venezuela"
"2124",22,374,1,"LA","SouthAmerica"
"2125",22,399,1,"LA","Americas"
"2126",22,400,1,"LA","Algeria"
"2127",22,407,4,"LA","Cameroon"
"2128",22,414,6,"LA","Egypt"
"2129",22,416,4,"LA","Ethiopia"
"2130",22,421,4,"LA","Ghana"
"2131",22,427,1,"LA","Kenya"
"2132",22,436,3,"LA","Morocco"
"2133",22,440,5,"LA","Nigeria"
"2134",22,444,1,"LA","Senegal"
